PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39194118","Educational processes to combat violence against women in the health sector: an integrative review","Oliveira JC, Pires KA, Evangelista JG, Santos APD, Bevilacqua PD.","Cien Saude Colet. 2024 Sep;29(9):e14782023. doi: 10.1590/1413-81232024299.14782023. Epub 2024 Feb 16.","Oliveira JC","Cien Saude Colet","2024","2024/08/28","","","10.1590/1413-81232024299.14782023"
"37865034","Accessibility to manage the obstructive sleep apnea within the Brazilian Unified Health System","Silva DICD, Corrêa CC, Barros JL, Marão AC, Weber SAT.","Braz J Otorhinolaryngol. 2024 Jan-Feb;90(1):101338. doi: 10.1016/j.bjorl.2023.101338. Epub 2023 Oct 12.","Silva DICD","Braz J Otorhinolaryngol","2024","2023/10/21","PMC10594551","","10.1016/j.bjorl.2023.101338"
"38198309","Orthodontics in the oral health care network of the Unified Health System (SUS)","Martins FC, Santos BRMD, Crosato EM, Teixeira MCL, Gabriel M, Araújo ME, Goes PSA, Carrer FCA.","Braz Oral Res. 2024 Jan 5;38:e011. doi: 10.1590/1807-3107bor-2024.vol38.0011. eCollection 2024.","Martins FC","Braz Oral Res","2024","2024/01/10","PMC11376629","","10.1590/1807-3107bor-2024.vol38.0011"
"37562319","Universal neonatal hearing screening before and during the COVID-19 pandemic","Besen E, Mary de Paiva K, Gonçalves LF, Samelli AG, Machado MJ, Abreu da Silva AQ, Cigana LB, Tiezerin CS, Haas P.","Int J Pediatr Otorhinolaryngol. 2023 Sep;172:111689. doi: 10.1016/j.ijporl.2023.111689. Epub 2023 Jul 26.","Besen E","Int J Pediatr Otorhinolaryngol","2023","2023/08/10","","","10.1016/j.ijporl.2023.111689"
"36681870","Decrease in alcohol use disorder hospitalizations in Brazil: what does it mean?","Pessôa RL, da Silva AK, Lucas LS.","Trends Psychiatry Psychother. 2024;46:e20220588. doi: 10.47626/2237-6089-2022-0588. Epub 2023 Jan 20.","Pessôa RL","Trends Psychiatry Psychother","2024","2023/01/22","PMC11453169","","10.47626/2237-6089-2022-0588"
"34639518","Description of e-Health Initiatives to Reduce Chronic Non-Communicable Disease Burden on Brazilian Health System","Rodrigues DLG, Belber GS, Borysow IDC, Maeyama MA, Pinho APNM.","Int J Environ Res Public Health. 2021 Sep 28;18(19):10218. doi: 10.3390/ijerph181910218.","Rodrigues DLG","Int J Environ Res Public Health","2021","2021/10/13","PMC8508239","","10.3390/ijerph181910218"
"37792816","[Is information on social rights accessible to cancer patients?]","Batista FG, Szklo AS.","Cad Saude Publica. 2023 Sep 25;39(9):e00096023. doi: 10.1590/0102-311XPT096023. eCollection 2023.","Batista FG","Cad Saude Publica","2023","2023/10/04","PMC10552806","","10.1590/0102-311XPT096023"
"40588668","An openEHR based infection control system to support monitoring of nosocomial bacterial clusters and contacts","Biermann P, Baier C, Vietor AC, Zacher B, Baumgartl T, von Landesberger T, Behnke M, Storck M, Petzold M, Kaase M; HiGHmed lnfection Control Study Group; Schlüter D, Marschollek M, Scheithauer S, Wulff A.","NPJ Digit Med. 2025 Jun 30;8(1):385. doi: 10.1038/s41746-025-01795-9.","Biermann P","NPJ Digit Med","2025","2025/06/30","PMC12209414","","10.1038/s41746-025-01795-9"
"37341231","Integrality, absenteeism and resolubility of specialized care for pediatric patients: a cross-sectional study","Gouvêa DB, Neves M, Rodrigues JA.","Braz Oral Res. 2023 Jun 19;37:e058. doi: 10.1590/1807-3107bor-2023.vol37.0058. eCollection 2023.","Gouvêa DB","Braz Oral Res","2023","2023/06/21","","","10.1590/1807-3107bor-2023.vol37.0058"
"38114745","Training of community health agents - a strategy for earlier recognition of mucopolysaccharidoses","Pedrini DB, da Silva LP, Vieira TA, Giugliani R.","J Community Genet. 2024 Apr;15(2):129-135. doi: 10.1007/s12687-023-00691-7. Epub 2023 Dec 20.","Pedrini DB","J Community Genet","2024","2023/12/19","PMC11031509","","10.1007/s12687-023-00691-7"
"38902097","Supporting people in Early Intervention in Psychosis services: the role of primary care","Chew-Graham C, Rickett M, Kingstone T, Gupta V, Shiers D, French P, Lennox B, Crawford M, Penington E, Hedges A, Ward J.","Br J Gen Pract. 2024 Jun 20;74(suppl 1):bjgp24X737541. doi: 10.3399/bjgp24X737541.","Chew-Graham C","Br J Gen Pract","2024","2024/06/20","","","10.3399/bjgp24X737541"
"36888854","Single waiting list for hospital beds during the COVID-19 pandemic: performance of the Federal Legislative Branch in 2020","Rodrigues APN, Alves SMC, Delduque MC.","Cien Saude Colet. 2023 Mar;28(3):685-697. doi: 10.1590/1413-81232023283.13822022. Epub 2022 Sep 23.","Rodrigues APN","Cien Saude Colet","2023","2023/03/08","","","10.1590/1413-81232023283.13822022"
"35682039","Diagnostic Process in Rare Diseases: Determinants Associated with Diagnostic Delay","Benito-Lozano J, Arias-Merino G, Gómez-Martínez M, Ancochea-Díaz A, Aparicio-García A, Posada de la Paz M, Alonso-Ferreira V.","Int J Environ Res Public Health. 2022 May 26;19(11):6456. doi: 10.3390/ijerph19116456.","Benito-Lozano J","Int J Environ Res Public Health","2022","2022/06/10","PMC9180264","","10.3390/ijerph19116456"
"35273944","Patient's Perception of Digital Symptom Assessment Technologies in Rheumatology: Results From a Multicentre Study","Knitza J, Muehlensiepen F, Ignatyev Y, Fuchs F, Mohn J, Simon D, Kleyer A, Fagni F, Boeltz S, Morf H, Bergmann C, Labinsky H, Vorbrüggen W, Ramming A, Distler JHW, Bartz-Bazzanella P, Vuillerme N, Schett G, Welcker M, Hueber AJ.","Front Public Health. 2022 Feb 22;10:844669. doi: 10.3389/fpubh.2022.844669. eCollection 2022.","Knitza J","Front Public Health","2022","2022/03/11","PMC8902046","","10.3389/fpubh.2022.844669"
"36969774","Impacts of the Delayed Surgical Correction of Adolescent Idiopathic Scoliosis and its Repercussions for the Brazilian Unified Health System: Systematic Review Protocol","Pontes MDS, Soeira TP, Sampaio ML, Herrero CFPDS.","Rev Bras Ortop (Sao Paulo). 2022 Jun 27;58(1):19-22. doi: 10.1055/s-0042-1750829. eCollection 2023 Feb.","Pontes MDS","Rev Bras Ortop (Sao Paulo)","2022","2023/03/27","PMC10038703","","10.1055/s-0042-1750829"
"37455413","Profiling and Benchmarking Central Nervous System Infections in an Infectious Diseases Intensive Care Unit","Andrade HB, Rocha Ferreira da Silva I, Espinoza R, da Silva MST, Theodoro PHN, Ferreira MT, Soares J, Belay ED, Sejvar JJ, Bozza FA, Cerbino-Neto J, Japiassú AM.","J Intensive Care Med. 2024 Jan;39(1):59-68. doi: 10.1177/08850666231188665. Epub 2023 Jul 16.","Andrade HB","J Intensive Care Med","2024","2023/07/17","","","10.1177/08850666231188665"
"39917870","A cycle of invisibilisation: a qualitative study of Brazilian health system factors shaping access to long COVID care","Aveling EL, Caldas B, Sabaine B, Portela MC, Soares L, Cornish F.","BMJ Glob Health. 2024 Dec 22;9(12):e017017. doi: 10.1136/bmjgh-2024-017017.","Aveling EL","BMJ Glob Health","2024","2025/02/07","PMC11667284","","10.1136/bmjgh-2024-017017"
"39190875","Transplant management in Brazil: a temporal analysis of financial investments and procedures","Souza MDC, Ferreira Júnior MA, Pompeo CM, Mota FM, Cury ERJ.","Rev Esc Enferm USP. 2024 Aug 23;58:e20240039. doi: 10.1590/1980-220X-REEUSP-2024-0039en. eCollection 2024.","Souza MDC","Rev Esc Enferm USP","2024","2024/08/27","PMC11349334","","10.1590/1980-220X-REEUSP-2024-0039en"
"38808797","Retrospective analysis of 1,203 cases of referral to a quaternary vascular surgery outpatient clinic within the Unified Health System, São Paulo, Brazil","Portela FSO, Rossetti CA, Souza TF, Magnani AS, Silva MFAD, Portugal MFC, Teivelis MP, Wolosker N, Mendes CA.","Einstein (Sao Paulo). 2024 May 24;22:eAO0676. doi: 10.31744/einstein_journal/2024AO0676. eCollection 2024.","Portela FSO","Einstein (Sao Paulo)","2024","2024/05/29","PMC11155721","","10.31744/einstein_journal/2024AO0676"
"38180798","Usability of an App for Medical History Taking in General Practice From the Patients' Perspective: Cross-Sectional Study","Albrink K, Schröder D, Joos C, Müller F, Noack EM.","JMIR Hum Factors. 2024 Jan 5;11:e47755. doi: 10.2196/47755.","Albrink K","JMIR Hum Factors","2024","2024/01/05","PMC10799287","","10.2196/47755"
"39133678","Utility index and vision-related quality of life in patients awaiting specialist eye care","Araujo AL, Zanotto BS, Etges APBDS, Ruschel KB, Moreira TC, Cabral FC, Harzheim E, Gonçalves MR, Umpierre RN, Carvalho F, Silva RSD, Polanczyk CA.","PLoS One. 2024 Aug 12;19(8):e0307691. doi: 10.1371/journal.pone.0307691. eCollection 2024.","Araujo AL","PLoS One","2024","2024/08/12","PMC11318885","","10.1371/journal.pone.0307691"
"40561310","Machine Learning and Simulation: pathways to efficient emergency care in Brazil","Costa APA, Costa VPA, Pereira DAM, Costa IPA, Moreira MÂL, Braga GO, Santos MD, Gomes CFS.","Cien Saude Colet. 2025 Jun;30(6):e03522025. doi: 10.1590/1413-81232025306.03522025. Epub 2025 Feb 27.","Costa APA","Cien Saude Colet","2025","2025/06/25","","","10.1590/1413-81232025306.03522025"
"35717617","Association between socioeconomic factors and origin of hospital referrals among patients with oral cancer","Raymundo ML, Ferreira LD, Gomes-Freire DE, Freire AR, Silva RO, Araújo EC, Lucena EH, Cavalcanti YW.","Med Oral Patol Oral Cir Bucal. 2022 Sep 1;27(5):e476-e479. doi: 10.4317/medoral.25478.","Raymundo ML","Med Oral Patol Oral Cir Bucal","2022","2022/06/19","PMC9445609","","10.4317/medoral.25478"
"40290776","An overview of spider accidents in the Brazilian Amazon","Martins JG, Pardal PPO, Brescovit AD, Procópio REL.","J Venom Anim Toxins Incl Trop Dis. 2025 Apr 11;31:e20240057. doi: 10.1590/1678-9199-JVATITD-2024-0057. eCollection 2025.","Martins JG","J Venom Anim Toxins Incl Trop Dis","2025","2025/04/28","PMC12023759","","10.1590/1678-9199-JVATITD-2024-0057"
"35568011","Telehealth Strategies to Support Referral Management to Secondary Care in Brazil: A Cost-Effectiveness Analysis","Pachito DV, de Azeredo-da-Silva ALF, de Oliveira PRBP, Bagattini ÂM, Basso J, Gehres LG, Mallmann ÉB, Rodrigues ÁS, Riera R, Gadenz SD.","Value Health Reg Issues. 2022 Sep;31:74-80. doi: 10.1016/j.vhri.2022.03.003. Epub 2022 May 11.","Pachito DV","Value Health Reg Issues","2022","2022/05/14","","","10.1016/j.vhri.2022.03.003"
"41541981","Maternal Obesity and Obstetric Outcomes in a Socially Vulnerable Region Within Brazil's Unified Health System","Dias JA, Guimarães IC, Neves HCL, Honorato-Sampaio K.","Cureus. 2025 Dec 15;17(12):e99278. doi: 10.7759/cureus.99278. eCollection 2025 Dec.","Dias JA","Cureus","2025","2026/01/16","PMC12803422","","10.7759/cureus.99278"
"35392886","Using information and communication technologies (ICTs) to solve the repressed demand for primary dental care in the Brazilian Unified Health System due to the COVID-19 pandemic: a randomized controlled study protocol nested with a before-and-after study including economic analysis","Natal KH, Machado TG, Bracco F, Lemos LI, Vigano ME, Machado GM, Yampa-Vargas JD, Raggio DP, Mendes FM, Imparato JCP, Lucena EHG, Cavalcanti YW, Silva CI, Souza Filho GL, Macedo MCS, Carrer FCA, Braga MM.","BMC Oral Health. 2022 Apr 7;22(1):112. doi: 10.1186/s12903-022-02101-9.","Natal KH","BMC Oral Health","2022","2022/04/08","PMC8988474","","10.1186/s12903-022-02101-9"
"35830061","Supply/demand ratio for medical consultations, diagnostic tests and chronic kidney disease monitoring in the Brazilian National Health System: a descriptive study, state of São Paulo, Brazil, 2019","Samaan F, Gutierrez M, Kirsztajn GM, Sesso RC.","Epidemiol Serv Saude. 2022 Jul 8;31(2):e20211050. doi: 10.1590/S2237-96222022000200014. eCollection 2022.","Samaan F","Epidemiol Serv Saude","2022","2022/07/13","PMC9887954","","10.1590/S2237-96222022000200014"
"39525682","Patients' Nonattendance in Outpatient Specialist Consultations: A National Cohort Analysis of a Health System","Silva JMB, De Souza Bermejo PH, Moreira MF, Prata DN, Trevisan DMQ, Dos Santos OA.","Risk Manag Healthc Policy. 2024 Nov 6;17:2705-2716. doi: 10.2147/RMHP.S468455. eCollection 2024.","Silva JMB","Risk Manag Healthc Policy","2024","2024/11/11","PMC11550699","","10.2147/RMHP.S468455"
"40979566","Cracking the code: Pioneering early detection and management of breast cancer in the Brazilian public healthcare system","Migowski A, Freitas-Junior R, Bines J, Jansen AM, Nogueira-Rodrigues A, Del Pilar Estevez-Diz M, Rico-Restrepo M, Sanku G, Mattar A.","Dialogues Health. 2025 Aug 26;7:100235. doi: 10.1016/j.dialog.2025.100235. eCollection 2025 Dec.","Migowski A","Dialogues Health","2025","2025/09/22","PMC12445605","","10.1016/j.dialog.2025.100235"
"38118157","Integrated services for neglected tropical diseases and mental health: pilot study assessing acceptability, feasibility and attitudes in Benue State, Nigeria","Obindo T, Eaton J, Tsaku P, Nwefoh E, Ode P, Baird T, Sunday P, Afolaranmi T.","Int Health. 2023 Dec 20;15(15 Suppl 3):iii37-iii46. doi: 10.1093/inthealth/ihad073.","Obindo T","Int Health","2023","2023/12/20","PMC10732684","","10.1093/inthealth/ihad073"
"34468670","Actions for children's mental health on Unified Health System (SUS) Primary Health Care: an integrative review of Brazilian literature","Esswein GC, Rovaris AF, Rocha GP, Levandowski DC.","Cien Saude Colet. 2021 Aug 30;26(suppl 2):3765-3780. doi: 10.1590/1413-81232021269.2.15602019. eCollection 2021.","Esswein GC","Cien Saude Colet","2021","2021/09/01","","","10.1590/1413-81232021269.2.15602019"
"37106160","Telephonic Outreach to Engage Patients with Substance Use Disorder Post-Hospitalization During the COVID-19 Pandemic","King C, Douglas D, Avalone L, Appleton N, Linn-Walton R, Barron C, McNeely J.","J Behav Health Serv Res. 2023 Oct;50(4):540-547. doi: 10.1007/s11414-023-09837-4. Epub 2023 Apr 27.","King C","J Behav Health Serv Res","2023","2023/04/27","PMC10139664","","10.1007/s11414-023-09837-4"
"35544820","[From therapeutic consultations to joint consultation: Winnicott's contributions to matrix support practice]","Vieira G, Castanho P.","Cien Saude Colet. 2022 May;27(5):1929-1938. doi: 10.1590/1413-81232022275.08012021. Epub 2021 Jul 7.","Vieira G","Cien Saude Colet","2022","2022/05/11","","","10.1590/1413-81232022275.08012021"
"35797804","Effects of immersive virtual reality on upper limb function in subjects with multiple sclerosis: A cross-over study","Bertoni R, Mestanza Mattos FG, Porta M, Arippa F, Cocco E, Pau M, Cattaneo D.","Mult Scler Relat Disord. 2022 Sep;65:104004. doi: 10.1016/j.msard.2022.104004. Epub 2022 Jun 30.","Bertoni R","Mult Scler Relat Disord","2022","2022/07/07","","","10.1016/j.msard.2022.104004"
"39102657","Accessing Meals on Wheels: A qualitative study exploring the experiences of service users and people who refer them to the service","Papadaki A, Wakeham M, Ali B, Armstrong MEG, Willis P, Cameron A.","Health Expect. 2024 Feb;27(1):e13943. doi: 10.1111/hex.13943.","Papadaki A","Health Expect","2024","2024/08/05","PMC10729527","","10.1111/hex.13943"
"38418317","Development and Evaluation of I-PASS-to-PICU: A Standard Electronic Template to Improve Referral Communication for Interfacility Transfers to the Pediatric ICU","Parikh NR, Francisco LS, Balikai SC, Luangrath MA, Elmore HR, Erdahl J, Badheka A, Chegondi M, Landrigan CP, Pennathur P, Reisinger HS, Cifra CL.","Jt Comm J Qual Patient Saf. 2024 May;50(5):338-347. doi: 10.1016/j.jcjq.2024.01.010. Epub 2024 Jan 24.","Parikh NR","Jt Comm J Qual Patient Saf","2024","2024/02/28","PMC12917881","NIHMS2138873","10.1016/j.jcjq.2024.01.010"
"41100755","Feasibility of a Guided Web-Based Procrastination Intervention for College Students: Open Trial","Ozmen S, Amarnath A, de Wit L, van Klaveren C, Cuijpers P, van Straten A, Struijs S; Caring Universities Consortium.","JMIR Form Res. 2025 Oct 16;9:e72896. doi: 10.2196/72896.","Ozmen S","JMIR Form Res","2025","2025/10/16","PMC12530647","","10.2196/72896"
"40435845","The influence of sociodemographic factors on barriers to breast cancer screening: A cross-sectional study","Câmara AB, Moraes Luizaga CT, Pereira Baltar Cury LC, Contreras CAH, López RVM, Duarte LS, Carvalho AL, Basu P, Wünsch-Filho V.","Cancer Epidemiol. 2025 Aug;97:102852. doi: 10.1016/j.canep.2025.102852. Epub 2025 May 27.","Câmara AB","Cancer Epidemiol","2025","2025/05/28","","","10.1016/j.canep.2025.102852"
"35731564","User Experience and Usability of Neumorphism and Gamification User Interface Designs in an HIV Self-Test Referral Program for Men Who Have Sex With Men: Prospective Open-Label Parallel-Group Randomized Controlled Trial","Kwan TH, Chan DPC, Lee SS.","JMIR Serious Games. 2022 Jun 22;10(2):e35869. doi: 10.2196/35869.","Kwan TH","JMIR Serious Games","2022","2022/06/22","PMC9260534","","10.2196/35869"
"37002124","Cord clamping - 'hold on a minute' is not enough, and sample your blood gases while waiting","Andersson O, Zaigham M.","Semin Perinatol. 2023 Jun;47(4):151739. doi: 10.1016/j.semperi.2023.151739. Epub 2023 Mar 17.","Andersson O","Semin Perinatol","2023","2023/03/31","","","10.1016/j.semperi.2023.151739"
"40767702","Impact of management of access to cardiac surgery in the Brazilian Unified Health System at a university hospital in Campinas: pre-post analysis, 2013-2019","Antunes ST, Lima VA, Santos ILD, Miguel RA, Ribeiro GCA, Mendes ET.","Epidemiol Serv Saude. 2025 Aug 4;34:e20240222. doi: 10.1590/S2237-96222025v34e20240222.en. eCollection 2025.","Antunes ST","Epidemiol Serv Saude","2025","2025/08/06","PMC12338985","","10.1590/S2237-96222025v34e20240222.en"
"34399397","Care After Presenting with Seizures (CAPS): An analysis of the impact of a seizure referral pathway and nurse support on neurology referral rates for patients admitted with a seizure","Dixon P, Kallis C, Grainger R, Pearson MG, Tudur-Smith C, Marson AG.","Seizure. 2021 Nov;92:18-23. doi: 10.1016/j.seizure.2021.07.023. Epub 2021 Jul 29.","Dixon P","Seizure","2021","2021/08/16","","","10.1016/j.seizure.2021.07.023"
"34468644","Strategic analysis of a medical genetics center at a national health research institute in Brazil: challenges for the country's public health system","Artmann E, Llerena Junior JC, Pereira LT, Binsfeld L, Rivera FJU.","Cien Saude Colet. 2021 Aug 30;26(suppl 2):3481-3492. doi: 10.1590/1413-81232021269.2.27272019. eCollection 2021.","Artmann E","Cien Saude Colet","2021","2021/09/01","","","10.1590/1413-81232021269.2.27272019"
"41966810","Minor procedures in primary health care: A rapid review","Montagna Barbosa Gouvêa A, Paes JPRS, Hannesch A, Pasa ME, Rodrigues RRD.","Public Health. 2026 Jun;255:106277. doi: 10.1016/j.puhe.2026.106277. Epub 2026 Apr 10.","Montagna Barbosa Gouvêa A","Public Health","2026","2026/04/12","","","10.1016/j.puhe.2026.106277"
"37048755","Access to High-Cost Biological Agents: Perceptions of Brazilian Patients with Inflammatory Bowel Diseases","Parra RS, da Costa Ferreira S, Machado VF, Nigro CMC, da Rocha JJR, de Almeida Troncon LE, Feres O.","J Clin Med. 2023 Apr 3;12(7):2672. doi: 10.3390/jcm12072672.","Parra RS","J Clin Med","2023","2023/04/13","PMC10095198","","10.3390/jcm12072672"
"40230551","Understanding the impact of m-learning platform LEAP on learning outcomes and health care referral behavior of community health volunteers in Kenya","Harnisher J, Lyubenko A, Otieno PK.","Oxf Open Digit Health. 2024 Dec 2;2(Suppl 2):ii25-ii31. doi: 10.1093/oodh/oqae036. eCollection 2024.","Harnisher J","Oxf Open Digit Health","2024","2025/04/15","PMC11936318","","10.1093/oodh/oqae036"
"40561285","[Waiting lists in specialized outpatient care: reflections on a critical concept for Brazilian Unified National Health System]","Giannotti EM, Louvison M, Chioro A.","Cad Saude Publica. 2025 Jun 20;41(6):e00220724. doi: 10.1590/0102-311XPT220724. eCollection 2025.","Giannotti EM","Cad Saude Publica","2025","2025/06/25","PMC12185040","","10.1590/0102-311XPT220724"
"35544887","Satisfaction of caregivers and older adults who use the Better at Home Program","Silva NRGD, Gurgel Junior GD, Sá DA, Silva VL, Moreira RDS.","Rev Saude Publica. 2022 May 6;56:34. doi: 10.11606/s1518-8787.2022056003759. eCollection 2022.","Silva NRGD","Rev Saude Publica","2022","2022/05/11","PMC9060760","","10.11606/s1518-8787.2022056003759"
"34494888","Cost-minimization analysis of teledermatology versus conventional care in the Brazilian National Health System","Assis Acurcio F, Guerra Junior AA, Marino Calvo MC, Nunes DH, Akerman M, Spinel LF, Garcia MM, Pereira RG, Costa Borysow ID, Silva RR, Azevedo PS, Iacabo Correia Gomes PC, Alvares-Teodoro J.","J Comp Eff Res. 2021 Oct;10(15):1159-1168. doi: 10.2217/cer-2021-0124. Epub 2021 Sep 8.","Assis Acurcio F","J Comp Eff Res","2021","2021/09/08","","","10.2217/cer-2021-0124"
"39321455","A Clinical Decision Support Tool for Intimate Partner Violence Screening Among Women Veterans: Development and Qualitative Evaluation of Provider Perspectives","Rossi FS, Wu J, Timko C, Nevedal AL, Wiltsey Stirman S.","JMIR Form Res. 2024 Sep 25;8:e57633. doi: 10.2196/57633.","Rossi FS","JMIR Form Res","2024","2024/09/25","PMC11464933","","10.2196/57633"
"35808505","Elite-CAM: An Elite Channel Allocation and Mapping for Policy Engine over Cognitive Radio Technology in 5G","Babu CR, Balakrishnan A, Ramana K, Singh S, Ra IH.","Sensors (Basel). 2022 Jul 2;22(13):5011. doi: 10.3390/s22135011.","Babu CR","Sensors (Basel)","2022","2022/07/09","PMC9269702","","10.3390/s22135011"
"41800352","Technological architecture for a multi-region solution within the regulation of Brazil's Unified Health System","Cardoso PH, Barreto TO, Valentim JLRDS, Coutinho KD, Dos Santos JPQ, de Morais AHF, Veras NVR, Portela AEA, Melo JS, Barros CDC, Pinheiro AS, Dantas MB, Paiva JCL, Filho JAP, de Almeida RS, Júnior WDS, da Silva AM, de Melo EAS, da Silva DLI, Crisostomo JVM, Dos Santos SRFC, Veloso CMFM, Machado GM, Valentim RAM.","Front Digit Health. 2026 Feb 20;8:1763929. doi: 10.3389/fdgth.2026.1763929. eCollection 2026.","Cardoso PH","Front Digit Health","2026","2026/03/09","PMC12963291","","10.3389/fdgth.2026.1763929"
"39494215","Key Performance Indicators of Secondary Health Care in Chronic Kidney Disease: Experience in Public and Private Services in the State of São Paulo, Brazil","Samaan F, Vicente CA, Pais LAC, Kirsztajn GM, Sesso R.","Int J Nephrol. 2024 Oct 26;2024:5401633. doi: 10.1155/2024/5401633. eCollection 2024.","Samaan F","Int J Nephrol","2024","2024/11/04","PMC11531362","","10.1155/2024/5401633"
"41370544","Advanced Nursing Practice in the context of Primary Health Care in Brazil: documentary research","Almeida EWS, Silva IR, Godoy S, Toso BRGO, Siqueira EF, Peres EM, Stacciarini JR, Mendes IAC.","Rev Bras Enferm. 2025 Dec 8;78(suppl 4):e20250155. doi: 10.1590/0034-7167-2025-0155. eCollection 2025.","Almeida EWS","Rev Bras Enferm","2025","2025/12/10","PMC12700577","","10.1590/0034-7167-2025-0155"
